Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin
Japan,JPN,6/19/2021,36613283,751302,0,0,0,0,0,0,0,0
Japan,JPN,6/20/2021,37680473,801782,0,0,0,0,0,0,0,0
Japan,JPN,6/21/2021,38986449,911376,0,0,0,0,0,0,0,0
Japan,JPN,6/22/2021,40327989,1027315,0,0,0,0,0,0,0,0
Japan,JPN,6/23/2021,41709946,1154673,0,0,0,0,0,0,0,0
Japan,JPN,6/24/2021,43078832,1271249,0,0,0,0,0,0,0,0
Japan,JPN,6/25/2021,44435373,1401421,0,0,0,0,0,0,0,0
Japan,JPN,6/26/2021,45675129,1517248,0,0,0,0,0,0,0,0
Japan,JPN,6/27/2021,46898259,1629593,0,0,0,0,0,0,0,0
Japan,JPN,6/28/2021,48251137,1820626,0,0,0,0,0,0,0,0
Japan,JPN,6/29/2021,49646234,2023616,0,0,0,0,0,0,0,0
Japan,JPN,6/30/2021,51043418,2248915,0,0,0,0,0,0,0,0
Japan,JPN,7/1/2021,52217005,2488487,0,0,0,0,0,0,0,0
Japan,JPN,7/2/2021,53329164,2750418,0,0,0,0,0,0,0,0
Japan,JPN,7/3/2021,54635628,2970735,0,0,0,0,0,0,0,0
Japan,JPN,7/4/2021,55869155,3148272,0,0,0,0,0,0,0,0
Japan,JPN,7/5/2021,57274018,3440895,0,0,0,0,0,0,0,0
Japan,JPN,7/6/2021,58724658,3746169,0,0,0,0,0,0,0,0
Japan,JPN,7/7/2021,60161576,4050686,0,0,0,0,0,0,0,0
Japan,JPN,7/8/2021,61573590,4386505,0,0,0,0,0,0,0,0
Japan,JPN,7/9/2021,62983367,4733552,0,0,0,0,0,0,0,0
Japan,JPN,7/10/2021,64385635,5036327,0,0,0,0,0,0,0,0
Japan,JPN,7/11/2021,65587887,5273391,0,0,0,0,0,0,0,0
Japan,JPN,7/12/2021,66894239,5565310,0,0,0,0,0,0,0,0
Japan,JPN,7/13/2021,68206198,5875596,0,0,0,0,0,0,0,0
Japan,JPN,7/14/2021,69520997,6168733,0,0,0,0,0,0,0,0
Japan,JPN,7/15/2021,70800342,6459350,0,0,0,0,0,0,0,0
Japan,JPN,7/16/2021,72094708,6759118,0,0,0,0,0,0,0,0
Japan,JPN,7/17/2021,73379694,7001617,0,0,0,0,0,0,0,0
Japan,JPN,7/18/2021,74509293,7208070,0,0,0,0,0,0,0,0
Japan,JPN,7/19/2021,75449478,7542480,0,0,0,0,0,0,0,0
Japan,JPN,7/20/2021,76678628,7891099,0,0,0,0,0,0,0,0
Japan,JPN,7/21/2021,77879450,8257714,0,0,0,0,0,0,0,0
Japan,JPN,7/22/2021,78347820,8460694,0,0,0,0,0,0,0,0
Japan,JPN,7/23/2021,78676039,8660753,0,0,0,0,0,0,0,0
Japan,JPN,7/24/2021,79730783,8926298,0,0,0,0,0,0,0,0
Japan,JPN,7/25/2021,80696409,9171645,0,0,0,0,0,0,0,0
Japan,JPN,7/26/2021,81873173,9550966,0,0,0,0,0,0,0,0
Japan,JPN,7/27/2021,83102039,9926623,0,0,0,0,0,0,0,0
Japan,JPN,7/28/2021,84342378,10303798,0,0,0,0,0,0,0,0
Japan,JPN,7/29/2021,85565926,10689494,0,0,0,0,0,0,0,0
Japan,JPN,7/30/2021,86823973,11115651,0,0,0,0,0,0,0,0
Japan,JPN,7/31/2021,88133550,11453230,0,0,0,0,0,0,0,0
Japan,JPN,8/1/2021,89116035,11733182,0,0,0,0,0,0,0,0
Japan,JPN,8/2/2021,90133527,12107012,0,0,0,0,0,0,0,0
Japan,JPN,8/3/2021,91210843,12489607,0,0,0,0,0,0,0,0
Japan,JPN,8/4/2021,92276535,12866744,0,0,0,0,0,0,0,0
Japan,JPN,8/5/2021,93316762,13279295,0,0,0,0,0,0,0,0
Japan,JPN,8/6/2021,94420442,13706009,0,0,0,0,0,0,0,0
Japan,JPN,8/7/2021,95651497,14066594,0,0,0,0,0,0,0,0
Japan,JPN,8/8/2021,96597582,14367629,0,0,0,0,0,0,0,0
Japan,JPN,8/9/2021,96804514,14549984,0,0,0,0,0,0,0,0
Japan,JPN,8/10/2021,97788745,14891928,0,0,0,0,0,0,0,0
Japan,JPN,8/11/2021,98706715,15214866,0,0,0,0,0,0,0,0
Japan,JPN,8/12/2021,99341560,15510240,0,0,0,0,0,0,0,0
Japan,JPN,8/13/2021,99748441,15779705,0,0,0,0,0,0,0,0
Japan,JPN,8/14/2021,100275914,16018895,0,0,0,0,0,0,0,0
Japan,JPN,8/15/2021,100805163,16239131,0,0,0,0,0,0,0,0
Japan,JPN,8/16/2021,101531330,16534206,0,0,0,0,0,0,0,0
Japan,JPN,8/17/2021,102449037,16867860,0,0,0,0,0,0,0,0
Japan,JPN,8/18/2021,103382524,17196156,0,0,0,0,0,0,0,0
Japan,JPN,8/19/2021,104293434,17504829,0,0,0,0,0,0,0,0
Japan,JPN,8/20/2021,105293391,17817310,3,0,0,0,0,0,0,0
Japan,JPN,8/21/2021,106447241,18111003,39,0,0,0,0,0,0,0
Japan,JPN,8/22/2021,107417316,18381247,40,0,0,0,0,0,0,0
Japan,JPN,8/23/2021,108309082,18690555,1033,0,0,0,0,0,0,0
Japan,JPN,8/24/2021,109259626,19007087,2011,0,0,0,0,0,0,0
Japan,JPN,8/25/2021,110197922,19309565,3956,0,0,0,0,0,0,0
Japan,JPN,8/26/2021,111109581,19570472,5995,0,0,0,0,0,0,0
Japan,JPN,8/27/2021,112123374,19866019,6997,0,0,0,0,0,0,0
Japan,JPN,8/28/2021,113320115,20149180,7541,0,0,0,0,0,0,0
Japan,JPN,8/29/2021,114299432,20401148,8663,0,0,0,0,0,0,0
Japan,JPN,8/30/2021,114691254,20686506,9994,0,0,0,0,0,0,0
Japan,JPN,8/31/2021,115597821,20967690,11620,0,0,0,0,0,0,0
Japan,JPN,9/1/2021,116474385,21233171,13465,0,0,0,0,0,0,0
Japan,JPN,9/2/2021,117116359,21517961,15469,0,0,0,0,0,0,0
Japan,JPN,9/3/2021,117982645,21813653,17557,0,0,0,0,0,0,0
Japan,JPN,9/4/2021,119080757,22127672,19500,0,0,0,0,0,0,0
Japan,JPN,9/5/2021,119972915,22415978,21088,0,0,0,0,0,0,0
Japan,JPN,9/6/2021,120778596,22648816,22613,0,0,0,0,0,0,0
Japan,JPN,9/7/2021,121689457,22898968,24361,0,0,0,0,0,0,0
Japan,JPN,9/8/2021,122600182,23141412,26016,0,0,0,0,0,0,0
Japan,JPN,9/9/2021,123474013,23396018,27868,0,0,0,0,0,0,0
Japan,JPN,9/10/2021,124459136,23674810,29634,0,0,0,0,0,0,0
Japan,JPN,9/11/2021,125667782,23977942,31465,0,0,0,0,0,0,0
Japan,JPN,9/12/2021,126630164,24230504,33115,0,0,0,0,0,0,0
Japan,JPN,9/13/2021,127468079,24420796,35432,0,0,0,0,0,0,0
Japan,JPN,9/14/2021,128368315,24611785,37334,0,0,0,0,0,0,0
Japan,JPN,9/15/2021,129251373,24798524,38917,0,0,0,0,0,0,0
Japan,JPN,9/16/2021,130106311,25003865,40668,0,0,0,0,0,0,0
Japan,JPN,9/17/2021,131100208,25229148,42667,0,0,0,0,0,0,0
Japan,JPN,9/18/2021,132315586,25479594,45078,0,0,0,0,0,0,0
Japan,JPN,9/19/2021,133238949,25701616,46640,0,0,0,0,0,0,0
Japan,JPN,9/20/2021,133421845,25831392,47312,0,0,0,0,0,0,0
Japan,JPN,9/21/2021,134328240,26024973,47956,0,0,0,0,0,0,0
Japan,JPN,9/22/2021,135209021,26221724,49004,0,0,0,0,0,0,0
Japan,JPN,9/23/2021,135502882,26360650,49893,0,0,0,0,0,0,0
Japan,JPN,9/24/2021,136499208,26569797,50730,0,0,0,0,0,0,0
Japan,JPN,9/25/2021,137764604,26822743,52231,0,0,0,0,0,0,0
Japan,JPN,9/26/2021,138743405,27021423,53024,0,0,0,0,0,0,0
Japan,JPN,9/27/2021,139555810,27203358,53492,0,0,0,0,0,0,0
Japan,JPN,9/28/2021,140409029,27380665,53946,0,0,0,0,0,0,0
Japan,JPN,9/29/2021,141221471,27566347,54540,0,0,0,0,0,0,0
Japan,JPN,9/30/2021,142009969,27768444,55292,0,0,0,0,0,0,0
Japan,JPN,10/1/2021,142885785,27975523,55650,0,0,0,0,0,0,0
Japan,JPN,10/2/2021,144011138,28230972,56608,0,0,0,0,0,0,0
Japan,JPN,10/3/2021,144863567,28456723,57162,0,0,0,0,0,0,0
Japan,JPN,10/4/2021,145557906,28626947,57433,0,0,0,0,0,0,0
Japan,JPN,10/5/2021,146290996,28796775,57779,0,0,0,0,0,0,0
Japan,JPN,10/6/2021,146991895,28969373,58138,0,0,0,0,0,0,0
Japan,JPN,10/7/2021,147669821,29147667,59110,0,0,0,0,0,0,0
Japan,JPN,10/8/2021,148494959,29362448,59666,0,0,0,0,0,0,0
Japan,JPN,10/9/2021,149577486,29612920,60163,0,0,0,0,0,0,0
Japan,JPN,10/10/2021,150362153,29809081,60526,0,0,0,0,0,0,0
Japan,JPN,10/11/2021,150747065,29926600,60726,0,0,0,0,0,0,0
Japan,JPN,10/12/2021,151345238,30045633,60879,0,0,0,0,0,0,0
Japan,JPN,10/13/2021,151813058,30158725,60991,0,0,0,0,0,0,0
Japan,JPN,10/14/2021,152210478,30277451,61414,0,0,0,0,0,0,0
Japan,JPN,10/15/2021,152880571,30429719,61776,0,0,0,0,0,0,0
Japan,JPN,10/16/2021,153760742,30608736,62144,0,0,0,0,0,0,0
Japan,JPN,10/17/2021,154364023,30752474,62758,0,0,0,0,0,0,0
Japan,JPN,10/18/2021,154859692,30815501,62851,0,0,0,0,0,0,0
Japan,JPN,10/19/2021,155381270,30887744,63532,0,0,0,0,0,0,0
Japan,JPN,10/20/2021,155888324,30960964,65517,0,0,0,0,0,0,0
Japan,JPN,10/21/2021,156365997,31020308,67898,0,0,0,0,0,0,0
Japan,JPN,10/22/2021,156963264,31118343,69017,0,0,0,0,0,0,0
Japan,JPN,10/23/2021,157758512,31254408,69849,0,0,0,0,0,0,0
Japan,JPN,10/24/2021,158328258,31355696,70994,0,0,0,0,0,0,0
Japan,JPN,10/25/2021,158742515,31405795,72248,0,0,0,0,0,0,0
Japan,JPN,10/26/2021,159169563,31452004,73638,0,0,0,0,0,0,0
Japan,JPN,10/27/2021,159570696,31501344,75636,0,0,0,0,0,0,0
Japan,JPN,10/28/2021,159957694,31549966,77104,0,0,0,0,0,0,0
Japan,JPN,10/29/2021,160454507,31609210,79429,0,0,0,0,0,0,0
Japan,JPN,10/30/2021,161119738,31694156,81028,0,0,0,0,0,0,0
Japan,JPN,10/31/2021,161575843,31764476,82208,0,0,0,0,0,0,0
Japan,JPN,11/1/2021,161882347,31790954,84178,0,0,0,0,0,0,0
Japan,JPN,11/2/2021,162165769,31819497,86339,0,0,0,0,0,0,0
Japan,JPN,11/3/2021,162242017,31841505,87367,0,0,0,0,0,0,0
Japan,JPN,11/4/2021,162541951,31868930,88863,0,0,0,0,0,0,0
Japan,JPN,11/5/2021,162920899,31901757,90420,0,0,0,0,0,0,0
Japan,JPN,11/6/2021,163423942,31953265,91895,0,0,0,0,0,0,0
Japan,JPN,11/7/2021,163730312,31996929,93469,0,0,0,0,0,0,0
Japan,JPN,11/8/2021,163940637,32015910,95385,0,0,0,0,0,0,0
Japan,JPN,11/9/2021,164150649,32032238,97060,0,0,0,0,0,0,0
Japan,JPN,11/10/2021,164338587,32050947,98629,0,0,0,0,0,0,0
Japan,JPN,11/11/2021,164503989,32068372,99803,0,0,0,0,0,0,0
Japan,JPN,11/12/2021,164750589,32093385,101249,0,0,0,0,0,0,0
Japan,JPN,11/13/2021,165077436,32123115,103326,0,0,0,0,0,0,0
Japan,JPN,11/14/2021,165258835,32147361,104684,0,0,0,0,0,0,0
Japan,JPN,11/15/2021,165393556,32158328,105052,0,0,0,0,0,0,0
Japan,JPN,11/16/2021,165530148,32167370,105874,0,0,0,0,0,0,0
Japan,JPN,11/17/2021,165657286,32180078,106554,0,0,0,0,0,0,0
Japan,JPN,11/18/2021,165777516,32189685,106920,0,0,0,0,0,0,0
Japan,JPN,11/19/2021,165960239,32205810,107938,0,0,0,0,0,0,0
Japan,JPN,11/20/2021,166210151,32234172,109603,0,0,0,0,0,0,0
Japan,JPN,11/21/2021,166349825,32252506,110412,0,0,0,0,0,0,0
Japan,JPN,11/22/2021,166435084,32259535,111147,0,0,0,0,0,0,0
Japan,JPN,11/23/2021,166455996,32264304,111275,0,0,0,0,0,0,0
Japan,JPN,11/24/2021,166518571,32272692,111573,0,0,0,0,0,0,0
Japan,JPN,11/25/2021,166597486,32279671,112155,0,0,0,0,0,0,0
Japan,JPN,11/26/2021,166736384,32289975,112293,0,0,0,0,0,0,0
Japan,JPN,11/27/2021,166928253,32305449,113087,0,0,0,0,0,0,0
Japan,JPN,11/28/2021,167031289,32315866,113126,0,0,0,0,0,0,0
Japan,JPN,11/29/2021,167103624,32319333,113323,0,0,0,0,0,0,0
Japan,JPN,11/30/2021,167180185,32322570,113801,0,0,0,0,0,0,0
Japan,JPN,12/1/2021,167232465,32324213,113929,0,0,0,0,0,0,0
Japan,JPN,12/2/2021,167279755,32325775,114098,0,0,0,0,0,0,0
Japan,JPN,12/3/2021,167370160,32327654,114403,0,0,0,0,0,0,0
Japan,JPN,12/4/2021,167490491,32331514,114576,0,0,0,0,0,0,0
Japan,JPN,12/5/2021,167538379,32333797,114676,0,0,0,0,0,0,0
Japan,JPN,12/6/2021,167587183,32335129,114723,0,0,0,0,0,0,0
Japan,JPN,12/7/2021,167634826,32335961,114774,0,0,0,0,0,0,0
Japan,JPN,12/8/2021,167677670,32337402,114822,0,0,0,0,0,0,0
Japan,JPN,12/9/2021,167719316,32338576,115197,0,0,0,0,0,0,0
Japan,JPN,12/10/2021,167812159,32340757,115248,0,0,0,0,0,0,0
Japan,JPN,12/11/2021,167889593,32343273,115283,0,0,0,0,0,0,0
Japan,JPN,12/12/2021,167918287,32344660,115293,0,0,0,0,0,0,0
Japan,JPN,12/13/2021,167977979,32345614,115319,0,0,0,0,0,0,0
Japan,JPN,12/14/2021,168030532,32346308,115591,0,0,0,0,0,0,0
Japan,JPN,12/15/2021,168108693,32347684,115649,0,0,0,0,0,0,0
Japan,JPN,12/16/2021,168190441,32349074,115757,0,0,0,0,0,0,0
Japan,JPN,12/17/2021,168347873,32352207,115784,0,0,0,0,0,0,0
Japan,JPN,12/18/2021,168463131,32354408,115858,0,0,0,0,0,0,0
Japan,JPN,12/19/2021,168499821,32356746,115882,0,0,0,0,0,0,0
Japan,JPN,12/20/2021,168581399,32357754,115908,0,0,0,0,0,0,0
Japan,JPN,12/21/2021,168676500,32358298,115982,0,0,0,0,0,0,0
Japan,JPN,12/22/2021,168777938,32359814,116055,0,0,0,0,0,0,0
Japan,JPN,12/23/2021,168878149,32361131,116123,0,0,0,0,0,0,0
Japan,JPN,12/24/2021,169042609,32364159,116146,0,0,0,0,0,0,0
Japan,JPN,12/25/2021,169164147,32366246,116233,0,0,0,0,0,0,0
Japan,JPN,12/26/2021,169203263,32367165,116240,0,0,0,0,0,0,0
Japan,JPN,12/27/2021,169284662,32368553,116248,0,0,0,0,0,0,0
Japan,JPN,12/28/2021,169375706,32369858,116260,0,0,0,0,0,0,0
Japan,JPN,12/29/2021,169425976,32370348,116268,0,0,0,0,0,0,0
Japan,JPN,12/30/2021,169438676,32370731,116268,0,0,0,0,0,0,0
Japan,JPN,12/31/2021,169439778,32370907,116269,0,0,0,0,0,0,0
Latvia,LVA,1/1/2021,2336,7,1,0,0,0,0,0,0,0
Latvia,LVA,1/2/2021,2338,7,1,0,0,0,0,0,0,0
Latvia,LVA,1/3/2021,2342,9,1,0,0,0,0,0,0,0
Latvia,LVA,1/4/2021,3047,12,1,1,0,0,0,0,0,0
Latvia,LVA,1/5/2021,3944,12,1,1,0,0,0,0,0,0
Latvia,LVA,1/6/2021,4727,13,1,1,0,0,0,0,0,0
Latvia,LVA,1/7/2021,5540,14,1,2,0,0,0,0,0,0
Latvia,LVA,1/8/2021,6461,14,1,2,0,0,0,0,0,0
Latvia,LVA,1/9/2021,6769,15,3,2,0,0,0,0,0,0
Latvia,LVA,1/10/2021,7106,16,3,2,0,0,0,0,0,0
Latvia,LVA,1/11/2021,8477,22,3,2,0,0,0,0,0,0
Latvia,LVA,1/12/2021,10113,25,5,2,0,0,0,0,0,0
Latvia,LVA,1/13/2021,11504,158,5,2,0,0,0,0,0,0
Latvia,LVA,1/14/2021,12917,589,7,2,0,0,0,0,0,0
Latvia,LVA,1/15/2021,14433,953,7,2,0,0,1,0,0,0
Latvia,LVA,1/16/2021,15075,984,10,2,0,0,1,0,0,0
Latvia,LVA,1/17/2021,15199,984,13,2,0,0,1,0,0,0
Latvia,LVA,1/18/2021,15913,1128,15,2,0,0,1,0,0,0
Latvia,LVA,1/19/2021,16738,1190,17,2,0,0,1,0,0,0
Latvia,LVA,1/20/2021,17516,1201,18,2,0,0,1,0,0,0
Latvia,LVA,1/21/2021,17807,1205,18,2,0,0,1,0,0,0
Latvia,LVA,1/22/2021,18017,1226,18,2,0,0,2,0,0,0
Latvia,LVA,1/23/2021,18148,1227,22,2,0,0,2,0,0,0
Latvia,LVA,1/24/2021,18153,1227,22,2,0,0,2,0,0,0
Latvia,LVA,1/25/2021,18830,1229,24,3,0,0,3,0,0,0
Latvia,LVA,1/26/2021,19686,1244,25,3,0,0,3,0,0,0
Latvia,LVA,1/27/2021,20517,1248,26,3,0,0,3,0,0,0
Latvia,LVA,1/28/2021,21308,1250,28,4,0,0,3,0,0,0
Latvia,LVA,1/29/2021,22264,1262,29,4,0,0,3,0,0,0
Latvia,LVA,1/30/2021,22579,1263,34,4,0,0,3,0,0,0
Latvia,LVA,1/31/2021,22925,1264,37,4,0,0,3,0,0,0
Latvia,LVA,2/1/2021,24119,1267,39,4,0,0,3,0,0,0
Latvia,LVA,2/2/2021,25824,1390,41,4,0,0,3,0,0,0
Latvia,LVA,2/3/2021,27238,1613,41,4,0,0,3,0,0,0
Latvia,LVA,2/4/2021,28643,1725,41,4,0,0,3,0,0,0
Latvia,LVA,2/5/2021,30226,1815,45,4,0,0,4,0,0,0
Latvia,LVA,2/6/2021,30798,1817,50,4,0,0,4,0,0,0
Latvia,LVA,2/7/2021,30927,1817,53,5,0,0,4,0,0,0
Latvia,LVA,2/8/2021,31300,1862,57,5,0,0,4,0,0,0
Latvia,LVA,2/9/2021,31447,1887,79,5,0,0,4,0,0,0
Latvia,LVA,2/10/2021,31549,2020,499,5,0,0,4,0,0,0
Latvia,LVA,2/11/2021,31864,2412,1595,5,0,0,4,0,0,0
Latvia,LVA,2/12/2021,32096,2760,2769,5,0,0,4,0,0,0
Latvia,LVA,2/13/2021,32225,2810,3000,5,0,0,4,0,0,0
Latvia,LVA,2/14/2021,32231,2830,3003,6,0,0,5,0,0,0
Latvia,LVA,2/15/2021,32263,2985,3702,6,0,0,6,0,0,0
Latvia,LVA,2/16/2021,32291,3245,4860,6,0,0,6,0,0,0
Latvia,LVA,2/17/2021,32460,3376,6584,6,0,0,6,0,0,0
Latvia,LVA,2/18/2021,32528,3644,7844,6,0,0,6,0,0,0
Latvia,LVA,2/19/2021,32591,3855,8959,6,0,0,6,0,0,0
Latvia,LVA,2/20/2021,32599,3876,9692,6,0,0,6,0,0,0
Latvia,LVA,2/21/2021,32605,3878,10502,6,0,1,6,0,0,0
Latvia,LVA,2/22/2021,32646,4123,12016,6,0,1,7,0,0,0
Latvia,LVA,2/23/2021,32689,4351,14176,6,0,1,7,0,0,0
Latvia,LVA,2/24/2021,32736,4511,18319,6,0,1,7,0,0,0
Latvia,LVA,2/25/2021,32839,4774,22170,6,0,1,7,0,0,0
Latvia,LVA,2/26/2021,32982,4987,25222,6,0,1,7,0,0,0
Latvia,LVA,2/27/2021,32998,5309,25489,6,0,1,7,0,0,0
Latvia,LVA,2/28/2021,33002,5311,25623,6,0,1,7,0,0,0
Latvia,LVA,3/1/2021,33249,5697,26774,6,0,1,7,0,0,0
Latvia,LVA,3/2/2021,33580,6427,27906,6,0,1,7,0,0,0
Latvia,LVA,3/3/2021,34244,7183,30653,6,0,1,7,0,0,0
Latvia,LVA,3/4/2021,34780,7713,35623,6,0,1,7,0,0,0
Latvia,LVA,3/5/2021,35134,8191,39644,7,0,1,7,0,0,0
Latvia,LVA,3/6/2021,35141,8277,40350,7,0,1,7,0,0,0
Latvia,LVA,3/7/2021,35153,8277,40433,8,0,1,7,0,0,0
Latvia,LVA,3/8/2021,35164,8543,41878,10,0,1,7,0,0,0
Latvia,LVA,3/9/2021,35412,8902,43649,10,0,1,7,0,0,0
Latvia,LVA,3/10/2021,35986,9186,45298,10,0,1,7,0,0,0
Latvia,LVA,3/11/2021,36136,9353,47664,10,0,1,7,0,0,0
Latvia,LVA,3/12/2021,36187,9486,52495,10,0,1,7,0,0,0
Latvia,LVA,3/13/2021,36193,9559,53359,10,0,1,7,0,0,0
Latvia,LVA,3/14/2021,36196,9560,53434,11,0,2,7,0,0,0
Latvia,LVA,3/15/2021,36206,9705,57091,11,0,2,8,0,0,0
Latvia,LVA,3/16/2021,36231,9875,57122,13,0,2,8,0,0,0
Latvia,LVA,3/17/2021,36248,10040,57140,13,0,2,8,0,0,0
Latvia,LVA,3/18/2021,36312,10296,57154,14,0,2,8,0,0,0
Latvia,LVA,3/19/2021,36418,10640,57491,14,0,2,8,0,0,0
Latvia,LVA,3/20/2021,36423,10691,57868,14,0,2,8,0,0,0
Latvia,LVA,3/21/2021,36431,10695,57901,14,0,2,9,0,0,0
Latvia,LVA,3/22/2021,36445,11358,59940,15,0,2,9,0,0,0
Latvia,LVA,3/23/2021,36653,12616,64061,16,0,2,9,0,0,0
Latvia,LVA,3/24/2021,37202,14115,68224,16,0,2,9,0,0,0
Latvia,LVA,3/25/2021,37696,15720,71546,16,0,2,9,0,0,0
Latvia,LVA,3/26/2021,38154,17380,73464,16,0,2,9,0,0,0
Latvia,LVA,3/27/2021,38165,17788,73655,16,0,2,9,0,0,0
Latvia,LVA,3/28/2021,38172,17789,73690,16,0,2,9,0,0,0
Latvia,LVA,3/29/2021,38187,18818,74789,16,0,2,10,0,0,0
Latvia,LVA,3/30/2021,39181,20119,77546,18,0,2,11,0,0,0
Latvia,LVA,3/31/2021,40901,21466,80311,18,0,2,11,0,0,0
Latvia,LVA,4/1/2021,41547,22970,82364,21,0,2,11,0,0,0
Latvia,LVA,4/2/2021,41565,23220,82694,22,0,2,12,0,0,0
Latvia,LVA,4/3/2021,41716,23381,85786,24,0,3,12,0,0,0
Latvia,LVA,4/4/2021,41724,23389,87405,24,0,3,12,0,0,0
Latvia,LVA,4/5/2021,41735,23528,90141,25,0,3,12,0,0,0
Latvia,LVA,4/6/2021,41806,25261,93777,26,0,3,12,0,0,0
Latvia,LVA,4/7/2021,41949,27658,100517,35,0,3,12,0,0,0
Latvia,LVA,4/8/2021,42409,29671,105160,41,0,3,12,0,0,0
Latvia,LVA,4/9/2021,42728,31088,108368,48,0,3,12,0,0,0
Latvia,LVA,4/10/2021,42791,31243,109861,49,0,3,12,0,0,0
Latvia,LVA,4/11/2021,42799,31245,109957,51,0,3,13,0,0,0
Latvia,LVA,4/12/2021,43230,31811,111407,51,0,4,13,0,0,0
Latvia,LVA,4/13/2021,44477,32702,113026,52,0,4,13,0,0,0
Latvia,LVA,4/14/2021,46902,34589,115077,52,0,4,13,0,0,0
Latvia,LVA,4/15/2021,49198,36417,116941,52,0,4,13,0,0,0
Latvia,LVA,4/16/2021,52606,37353,121759,52,0,4,13,0,0,0
Latvia,LVA,4/17/2021,53432,37571,126999,52,0,4,13,0,0,0
Latvia,LVA,4/18/2021,53876,37669,127396,52,0,5,13,0,0,0
Latvia,LVA,4/19/2021,55650,39043,128287,52,0,5,13,0,0,0
Latvia,LVA,4/20/2021,58083,43076,129265,52,0,5,13,0,0,0
Latvia,LVA,4/21/2021,61523,48528,130631,53,0,5,13,0,0,0
Latvia,LVA,4/22/2021,64572,54535,131484,53,0,6,13,0,0,0
Latvia,LVA,4/23/2021,70076,58680,132668,53,0,6,13,0,0,0
Latvia,LVA,4/24/2021,75227,59104,133329,53,0,6,13,0,0,0
Latvia,LVA,4/25/2021,76292,59352,133418,53,0,6,13,0,0,0
Latvia,LVA,4/26/2021,77210,61472,134982,53,0,6,13,0,0,0
Latvia,LVA,4/27/2021,78915,64857,137374,129,0,6,14,0,0,0
Latvia,LVA,4/28/2021,86676,68947,140193,240,0,6,15,0,0,0
Latvia,LVA,4/29/2021,93791,73160,143242,289,0,6,15,0,0,0
Latvia,LVA,4/30/2021,100158,76119,145415,370,0,6,15,0,0,0
Latvia,LVA,5/1/2021,106384,76360,145803,372,0,6,16,0,0,0
Latvia,LVA,5/2/2021,107926,76397,145831,383,0,6,17,0,0,0
Latvia,LVA,5/3/2021,109708,77043,146384,385,0,6,17,0,0,0
Latvia,LVA,5/4/2021,118488,77140,146396,387,0,6,17,0,0,0
Latvia,LVA,5/5/2021,128461,81039,149181,520,0,6,17,0,0,0
Latvia,LVA,5/6/2021,141757,85385,153069,688,0,6,17,0,0,0
Latvia,LVA,5/7/2021,154577,89446,156112,855,0,6,17,0,0,0
Latvia,LVA,5/8/2021,164063,91126,157248,903,0,6,17,0,0,0
Latvia,LVA,5/9/2021,165584,91131,157282,986,0,6,17,0,0,0
Latvia,LVA,5/10/2021,170633,93103,159652,1111,0,8,17,0,0,0
Latvia,LVA,5/11/2021,183524,95674,161961,1393,0,8,17,0,0,0
Latvia,LVA,5/12/2021,199608,99334,164451,1787,0,8,17,0,0,0
Latvia,LVA,5/13/2021,214840,102908,167301,2184,0,8,17,0,0,0
Latvia,LVA,5/14/2021,229245,105899,170763,2741,0,8,17,0,0,0
Latvia,LVA,5/15/2021,241406,106406,171361,2832,0,8,17,0,0,0
Latvia,LVA,5/16/2021,246138,106649,171410,2853,0,8,17,0,0,0
Latvia,LVA,5/17/2021,252495,109267,173741,3227,0,8,17,0,0,0
Latvia,LVA,5/18/2021,262170,113847,175480,4166,0,8,18,0,0,0
Latvia,LVA,5/19/2021,275918,119255,177638,5442,0,8,18,0,0,0
Latvia,LVA,5/20/2021,287434,125230,179745,6734,0,8,18,0,0,0
Latvia,LVA,5/21/2021,300160,129323,181170,8667,0,8,18,0,0,0
Latvia,LVA,5/22/2021,309387,130956,181604,9763,0,8,18,0,0,0
Latvia,LVA,5/23/2021,311158,131806,181619,9978,0,9,18,0,0,0
Latvia,LVA,5/24/2021,317140,134536,183529,11056,0,9,18,0,0,0
Latvia,LVA,5/25/2021,330145,138642,185906,12178,0,9,18,0,0,0
Latvia,LVA,5/26/2021,343947,142660,189055,13202,0,9,18,0,0,0
Latvia,LVA,5/27/2021,358506,146351,191892,14129,0,9,18,0,0,0
Latvia,LVA,5/28/2021,375795,150477,193875,15567,0,9,18,0,0,0
Latvia,LVA,5/29/2021,385103,151136,194145,17216,0,9,18,0,0,0
Latvia,LVA,5/30/2021,388284,151332,194190,17950,0,9,18,0,0,0
Latvia,LVA,5/31/2021,396935,153029,195829,19010,0,9,18,0,0,0
Latvia,LVA,6/1/2021,412811,154785,198519,19962,0,9,18,0,0,0
Latvia,LVA,6/2/2021,427760,157697,201222,21419,0,9,18,0,0,0
Latvia,LVA,6/3/2021,442291,161602,203561,22500,0,9,18,0,0,0
Latvia,LVA,6/4/2021,454359,166414,204887,24316,0,9,18,0,0,0
Latvia,LVA,6/5/2021,462651,168083,205170,25354,0,9,18,0,0,0
Latvia,LVA,6/6/2021,466679,168188,205192,26435,0,9,18,0,0,0
Latvia,LVA,6/7/2021,476317,170438,207145,27475,0,9,18,0,0,0
